NUM_CPT,CODE_COMMUNE,CODE_SECTEUR,VILLE,CONSO_1,CONSO_0,PROFIL 
ZZ82127418,2,13,ARCACHON,18,23,4 - NOUVEAUX
ZZ78073762,2,13,ARCACHON,66,125,4 - NOUVEAUX
04XA649148,2,14,ARCACHON,0,151,4 - NOUVEAUX
ZZ79080148,2,14,ARCACHON,40,154,4 - NOUVEAUX
ZZ88BA079132,2,15,ARCACHON,0,25,4 - NOUVEAUX
ZZ80127448,2,15,ARCACHON,4,20,4 - NOUVEAUX
ZZ93311955,2,16,ARCACHON,0,103,4 - NOUVEAUX
ZZ885074040,2,16,ARCACHON,3,10,4 - NOUVEAUX
ZZ86215959,2,16,ARCACHON,19,131,4 - NOUVEAUX
ZZ88BB615114,2,16,ARCACHON,0,42,4 - NOUVEAUX
ZZ76696460,2,17,ARCACHON,63,89,4 - NOUVEAUX
ZZ88BA027596,2,17,ARCACHON,13,25,4 - NOUVEAUX
ZZ88BA777016,2,18,ARCACHON,39,47,4 - NOUVEAUX
ZZ88027599,2,18,ARCACHON,102,156,4 - NOUVEAUX
ZZ86215976,2,18,ARCACHON,46,80,4 - NOUVEAUX
ZZ90PA23811,2,19,ARCACHON,31,51,4 - NOUVEAUX
ZZ83076633,2,19,ARCACHON,4,17,4 - NOUVEAUX
ZZ92PA266011,2,19,ARCACHON,113,80,4 - NOUVEAUX
ZZ88BA027612,2,19,ARCACHON,18,31,4 - NOUVEAUX
ZZ82019573,2,19,ARCACHON,1,15,4 - NOUVEAUX
03GD495175,2,19,ARCACHON,207,501,4 - NOUVEAUX
F06XA612233,2,19,ARCACHON,0,99,4 - NOUVEAUX
ZZ97006534,2,20,ARCACHON,0,0,4 - NOUVEAUX
ZZ885003930,2,20,ARCACHON,0,47,4 - NOUVEAUX
03AA555681,2,20,ARCACHON,19,56,4 - NOUVEAUX
ZZ740053050,2,20,ARCACHON,0,56,4 - NOUVEAUX
F06XA629715,2,21,ARCACHON,0,1,4 - NOUVEAUX
ZZ89BA068650,2,21,ARCACHON,0,82,4 - NOUVEAUX
ZZ97040325,2,21,ARCACHON,20,172,4 - NOUVEAUX
03AA607723,2,21,ARCACHON,17,266,4 - NOUVEAUX
ZZ885073970,2,21,ARCACHON,0,264,4 - NOUVEAUX
ZZ96274749,2,22,ARCACHON,15,34,4 - NOUVEAUX
ZZ79098490,2,23,ARCACHON,0,118,4 - NOUVEAUX
ZZ8512434,2,23,ARCACHON,20,94,4 - NOUVEAUX
2000AA651863,2,23,ARCACHON,6,33,4 - NOUVEAUX
ZZ745796490,2,23,ARCACHON,30,26,4 - NOUVEAUX
ZZ80038747,2,23,ARCACHON,28,32,4 - NOUVEAUX
ZZ82019594,2,24,ARCACHON,14,23,4 - NOUVEAUX
ZZ78073784,2,24,ARCACHON,10,6,4 - NOUVEAUX
ZZ845269326,2,24,ARCACHON,12,33,4 - NOUVEAUX
ZZ73013954,2,24,ARCACHON,10,13,4 - NOUVEAUX
ZZ96274754,2,24,ARCACHON,86,107,4 - NOUVEAUX
ZZ80507089,2,25,ARCACHON,0,20,4 - NOUVEAUX
ZZ76507100,2,25,ARCACHON,0,6,4 - NOUVEAUX
ZZ71044064,2,26,ARCACHON,0,10,4 - NOUVEAUX
ZZ90205179,2,26,ARCACHON,0,30,4 - NOUVEAUX
ZZ91PA331390,2,26,ARCACHON,54,138,4 - NOUVEAUX
04XA318741,2,27,ARCACHON,0,78,4 - NOUVEAUX
ZZ88BA066655,2,28,ARCACHON,4,16,4 - NOUVEAUX
ZZ95034504,2,28,ARCACHON,8,12,4 - NOUVEAUX
ZZ93219522,2,28,ARCACHON,0,63,4 - NOUVEAUX
04XA649163,2,28,ARCACHON,0,53,4 - NOUVEAUX
05XA632758,2,28,ARCACHON,0,6,4 - NOUVEAUX
ZZ91PA276669,2,29,ARCACHON,56,117,4 - NOUVEAUX
ZZ86215868,2,29,ARCACHON,0,6,4 - NOUVEAUX
ZZ174429549,2,29,ARCACHON,0,164,4 - NOUVEAUX
97WTE54548,2,29,ARCACHON,40,42,4 - NOUVEAUX
ZZ83029942,2,30,ARCACHON,0,25,4 - NOUVEAUX
05XA607419,2,31,ARCACHON,61,168,4 - NOUVEAUX
05XA226593,2,32,ARCACHON,64,102,4 - NOUVEAUX
01AB053569,2,32,ARCACHON,3,132,4 - NOUVEAUX
ZZ8123208,2,32,ARCACHON,36,43,4 - NOUVEAUX
ZZ94PA359917,2,33,ARCACHON,0,108,4 - NOUVEAUX
ZZ93PA219500,2,33,ARCACHON,8,15,4 - NOUVEAUX
ZZ84101120,2,34,ARCACHON,66,135,4 - NOUVEAUX
ZZ92PA266152,2,34,ARCACHON,0,0,4 - NOUVEAUX
ZZ90PA232895,2,34,ARCACHON,0,45,4 - NOUVEAUX
ZZ90PA264823,2,35,ARCACHON,0,97,4 - NOUVEAUX
ZZ84029494,2,36,ARCACHON,45,117,4 - NOUVEAUX
ZZ88BA692810,2,37,ARCACHON,36,78,4 - NOUVEAUX
ZZ735628880,2,37,ARCACHON,11,72,4 - NOUVEAUX
05XA263497,2,38,ARCACHON,7,176,4 - NOUVEAUX
ZZ88BA078975,2,38,ARCACHON,0,24,4 - NOUVEAUX
ZZ94227923,2,38,ARCACHON,3,24,4 - NOUVEAUX
ZZ90205192,2,38,ARCACHON,21,115,4 - NOUVEAUX
ZZ92PA293660,2,39,ARCACHON,182,138,4 - NOUVEAUX
05XA619729,2,39,ARCACHON,1,155,4 - NOUVEAUX
ZZ97013252,2,40,ARCACHON,0,51,4 - NOUVEAUX
ZZ747848400,2,40,ARCACHON,28,85,4 - NOUVEAUX
02AA354012,2,41,ARCACHON,11,54,4 - NOUVEAUX
ZZ80127352,2,42,ARCACHON,18,28,4 - NOUVEAUX
ZZ80038733,2,42,ARCACHON,0,155,4 - NOUVEAUX
ZZ91PA249998,2,42,ARCACHON,2,55,4 - NOUVEAUX
ZZ80127481,2,42,ARCACHON,18,102,4 - NOUVEAUX
ZZ82127233,2,42,ARCACHON,24,20,4 - NOUVEAUX
ZZ88066737,2,42,ARCACHON,27,50,4 - NOUVEAUX
ZZ95353105,2,45,ARCACHON,0,56,4 - NOUVEAUX
ZZ88BB613202,2,45,ARCACHON,19,8,4 - NOUVEAUX
ZZ92PA266012,2,45,ARCACHON,0,0,4 - NOUVEAUX
ZZ88747982,2,45,ARCACHON,50,93,4 - NOUVEAUX
ZZ87232888,2,45,ARCACHON,9,0,4 - NOUVEAUX
ZZ97AA013183,2,46,ARCACHON,0,63,4 - NOUVEAUX
97AA071552,2,46,ARCACHON,49,55,4 - NOUVEAUX
05XA600752,2,46,ARCACHON,49,40,4 - NOUVEAUX
ZZ94359922,2,46,ARCACHON,12,15,4 - NOUVEAUX
ZZ88747899,2,46,ARCACHON,11,20,4 - NOUVEAUX
ZZ78050693,2,46,ARCACHON,0,39,4 - NOUVEAUX
ZZ94228099,2,47,ARCACHON,26,44,4 - NOUVEAUX
2000AA208669,2,47,ARCACHON,110,281,4 - NOUVEAUX
ZZ86072336,2,47,ARCACHON,1,2,4 - NOUVEAUX
ZZ78050783,2,48,ARCACHON,0,10,4 - NOUVEAUX
ZZ92PA312250,2,48,ARCACHON,16,14,4 - NOUVEAUX
ZZ91PA217841,2,49,ARCACHON,2,2,4 - NOUVEAUX
ZZ78024081,2,49,ARCACHON,23,29,4 - NOUVEAUX
05XA213373,2,49,ARCACHON,216,519,4 - NOUVEAUX
ZZ882729910,2,49,ARCACHON,0,53,4 - NOUVEAUX
ZZ91PA250011,2,49,ARCACHON,19,175,4 - NOUVEAUX
02AA178110,2,50,ARCACHON,10,15,4 - NOUVEAUX
05XA607466,2,51,ARCACHON,72,178,4 - NOUVEAUX
ZZ92293630,2,51,ARCACHON,3,6,4 - NOUVEAUX
ZZ91216810,2,51,ARCACHON,0,23,4 - NOUVEAUX
2000AA161277,2,51,ARCACHON,182,571,4 - NOUVEAUX
ZZ78888656,2,51,ARCACHON,25,37,4 - NOUVEAUX
05XA612922,2,51,ARCACHON,10,21,4 - NOUVEAUX
04XA329134,2,51,ARCACHON,15,25,4 - NOUVEAUX
ZZ77669909,2,51,ARCACHON,145,229,4 - NOUVEAUX
ZZ77549036,2,51,ARCACHON,0,44,4 - NOUVEAUX
ZZ88BA055828,2,51,ARCACHON,4,14,4 - NOUVEAUX
99AA119561,2,51,ARCACHON,0,203,4 - NOUVEAUX
ZZ97205325,2,51,ARCACHON,58,129,4 - NOUVEAUX
ZZ88BA059742,2,52,ARCACHON,48,42,4 - NOUVEAUX
ZZ88BA079046,2,52,ARCACHON,0,4,4 - NOUVEAUX
ZZ92356983,2,52,ARCACHON,0,22,4 - NOUVEAUX
ZZ91PA251071,2,52,ARCACHON,60,171,4 - NOUVEAUX
ZZ92327721,2,52,ARCACHON,10,119,4 - NOUVEAUX
ZZ88BA668466,2,52,ARCACHON,0,10,4 - NOUVEAUX
05XA226629,2,53,ARCACHON,14,36,4 - NOUVEAUX
ZZ9705314,2,53,ARCACHON,167,167,4 - NOUVEAUX
02AA516237,2,53,ARCACHON,0,10,4 - NOUVEAUX
ZZ78053506,2,53,ARCACHON,172,323,4 - NOUVEAUX
ZZ745398600,2,53,ARCACHON,0,10,4 - NOUVEAUX
ZZ82127189,2,53,ARCACHON,0,20,4 - NOUVEAUX
ZZ88BA748009,2,53,ARCACHON,0,427,4 - NOUVEAUX
ZZ92247856,2,54,ARCACHON,33,49,4 - NOUVEAUX
F06XA629741,2,54,ARCACHON,129,291,4 - NOUVEAUX
ZZ85077572,2,54,ARCACHON,10,0,4 - NOUVEAUX
ZZ88066658,2,55,ARCACHON,2,23,4 - NOUVEAUX
ZZ92PA247819,2,55,ARCACHON,1,4,4 - NOUVEAUX
ZZ91331334,2,55,ARCACHON,53,112,4 - NOUVEAUX
ZZ97AA259578,2,55,ARCACHON,0,23,4 - NOUVEAUX
2001AB053575,2,55,ARCACHON,10,71,4 - NOUVEAUX
ZZ91129366,2,55,ARCACHON,61,82,4 - NOUVEAUX
ZZ8601492,2,56,ARCACHON,23,50,4 - NOUVEAUX
ZZ88BA055807,2,56,ARCACHON,5,53,4 - NOUVEAUX
AA018164,2,57,ARCACHON,87,117,4 - NOUVEAUX
ZZ84029343,2,57,ARCACHON,27,83,4 - NOUVEAUX
03XA653423,2,57,ARCACHON,20,14,4 - NOUVEAUX
98042069,2,57,ARCACHON,64,150,4 - NOUVEAUX
ZZ78073542,2,58,ARCACHON,1,18,4 - NOUVEAUX
ZZ78073518,2,58,ARCACHON,0,6,4 - NOUVEAUX
ZZ91129378,2,59,ARCACHON,19,73,4 - NOUVEAUX
04XA664076,2,60,ARCACHON,12,14,4 - NOUVEAUX
2000AA208667,2,60,ARCACHON,18,37,4 - NOUVEAUX
ZZ93266287,2,60,ARCACHON,0,41,4 - NOUVEAUX
99AA031596,2,60,ARCACHON,5,80,4 - NOUVEAUX
ZZ81020817,2,60,ARCACHON,13,36,4 - NOUVEAUX
ZZ82019533,2,60,ARCACHON,13,34,4 - NOUVEAUX
ZZ90PA218001,2,61,ARCACHON,29,82,4 - NOUVEAUX
ZZ90BA010949,2,61,ARCACHON,0,6,4 - NOUVEAUX
ZZ95352972,2,62,ARCACHON,10,34,4 - NOUVEAUX
ZZ91PA276588,2,62,ARCACHON,0,7,4 - NOUVEAUX
ZZ79047440,2,62,ARCACHON,86,116,4 - NOUVEAUX
ZZ8528863,2,62,ARCACHON,46,85,4 - NOUVEAUX
ZZ882786810,2,63,ARCACHON,0,84,4 - NOUVEAUX
ZZ95330624,2,63,ARCACHON,41,60,4 - NOUVEAUX
ZZ88066794,2,63,ARCACHON,49,73,4 - NOUVEAUX
ZZ74000049,2,65,ARCACHON,1,23,4 - NOUVEAUX
ZZ78053222,2,65,ARCACHON,26,32,4 - NOUVEAUX
ZZ8659283,2,65,ARCACHON,9,20,4 - NOUVEAUX
ZZ91308337,2,66,ARCACHON,50,46,4 - NOUVEAUX
ZZ8669591,2,67,ARCACHON,1,170,4 - NOUVEAUX
05XA607433,2,68,ARCACHON,25,29,4 - NOUVEAUX
02AA325575,2,69,ARCACHON,26,39,4 - NOUVEAUX
ZZ88BA066722,2,69,ARCACHON,3,28,4 - NOUVEAUX
ZZ84029472,2,69,ARCACHON,24,15,4 - NOUVEAUX
ZZ82019578,2,70,ARCACHON,2,29,4 - NOUVEAUX
ZZ83009901,2,70,ARCACHON,53,61,4 - NOUVEAUX
ZZ845269457,2,70,ARCACHON,63,58,4 - NOUVEAUX
ZZ78073803,2,71,ARCACHON,34,5,4 - NOUVEAUX
ZZ80091492,2,71,ARCACHON,0,16,4 - NOUVEAUX
ZZ88BA010666,2,71,ARCACHON,0,8,4 - NOUVEAUX
ZZ80012438,2,72,ARCACHON,13,12,4 - NOUVEAUX
251444,2,72,ARCACHON,22,55,4 - NOUVEAUX
ZZ92225618,2,72,ARCACHON,23,35,4 - NOUVEAUX
04XA649185,2,73,ARCACHON,1,8,4 - NOUVEAUX
ZZ94340752,2,74,ARCACHON,11,18,4 - NOUVEAUX
ZZ82127223,2,74,ARCACHON,12,118,4 - NOUVEAUX
ZZ78073061,2,74,ARCACHON,381,425,4 - NOUVEAUX
ZZ726040830,2,75,ARCACHON,20,20,4 - NOUVEAUX
02GA361490,2,75,ARCACHON,423,939,4 - NOUVEAUX
R06AA755656,2,75,ARCACHON,0,43,4 - NOUVEAUX
ZZ88BA055971,2,75,ARCACHON,3,19,4 - NOUVEAUX
ZZ93PA208444,2,76,ARCACHON,0,4,4 - NOUVEAUX
ZZ95PA353010,2,73,ARCACHON,16,37,4 - NOUVEAUX
ZZ80004387,2,76,ARCACHON,1,2,4 - NOUVEAUX
99AA031601,2,76,ARCACHON,0,5,4 - NOUVEAUX
ZZ97AA071598,2,76,ARCACHON,0,78,4 - NOUVEAUX
04AB024055,2,77,ARCACHON,10,227,4 - NOUVEAUX
03AB569552,2,78,ARCACHON,14,192,4 - NOUVEAUX
ZZ88BA059887,2,78,ARCACHON,11,11,4 - NOUVEAUX
ZZ96002108,2,78,ARCACHON,50,108,4 - NOUVEAUX
84PB052933,2,78,ARCACHON,0,6,4 - NOUVEAUX
ZZ730001770,2,78,ARCACHON,762,1055,4 - NOUVEAUX
ZZ74537266,2,78,ARCACHON,30,30,4 - NOUVEAUX
ZZ88BB604366,2,78,ARCACHON,370,350,4 - NOUVEAUX
ZZ92PA247870,2,79,ARCACHON,0,38,4 - NOUVEAUX
ZZ97000883,2,79,ARCACHON,0,31,4 - NOUVEAUX
96850744,2,80,ARCACHON,1,116,4 - NOUVEAUX
ZZ88BA066721,2,80,ARCACHON,28,66,4 - NOUVEAUX
ZZ93219484,2,80,ARCACHON,27,34,4 - NOUVEAUX
ZZ87221177,2,80,ARCACHON,0,37,4 - NOUVEAUX
ZZ88BA059883,2,81,ARCACHON,20,20,4 - NOUVEAUX
F06XA622443,2,82,ARCACHON,51,249,4 - NOUVEAUX
ZZ89BA082480,2,82,ARCACHON,123,216,4 - NOUVEAUX
ZZ83128175,2,82,ARCACHON,20,10,4 - NOUVEAUX
ZZ94281885,2,82,ARCACHON,0,63,4 - NOUVEAUX
ZZ94281884,2,82,ARCACHON,104,58,4 - NOUVEAUX
ZZ87253558,2,83,ARCACHON,20,170,4 - NOUVEAUX
ZZ88057975,2,83,ARCACHON,53,71,4 - NOUVEAUX
ZZ87511625,2,84,ARCACHON,45,134,4 - NOUVEAUX
2001AB053514,2,85,ARCACHON,26,81,4 - NOUVEAUX
ZZ78009294A,2,85,ARCACHON,0,15,4 - NOUVEAUX
05AB962863,2,86,ARCACHON,1,93,4 - NOUVEAUX
ZZ8112754,2,86,ARCACHON,27,84,4 - NOUVEAUX
ZZ95001342,2,86,ARCACHON,85,80,4 - NOUVEAUX
ZZ92BB007922,2,88,ARCACHON,12,297,4 - NOUVEAUX
03AA607732,2,88,ARCACHON,69,112,4 - NOUVEAUX
ZZ746175180,2,89,ARCACHON,0,137,4 - NOUVEAUX
ZZ82019512,2,89,ARCACHON,42,96,4 - NOUVEAUX
ZZ80024681,2,89,ARCACHON,75,78,4 - NOUVEAUX
ZZ88BA082900,2,89,ARCACHON,42,7,4 - NOUVEAUX
ZZ79008178,2,90,ARCACHON,36,117,4 - NOUVEAUX
ZZ882530320,2,90,ARCACHON,1,398,4 - NOUVEAUX
ZZ8512437,2,90,ARCACHON,2,6,4 - NOUVEAUX
ZZ97AB009824,2,90,ARCACHON,256,104,4 - NOUVEAUX
F06XA611983,2,90,ARCACHON,128,197,4 - NOUVEAUX
ZZ88055933,2,92,ARCACHON,2,10,4 - NOUVEAUX
2001AA653003,2,150,ARCACHON,42,50,4 - NOUVEAUX
ZZ882530360,2,150,ARCACHON,43,238,4 - NOUVEAUX
ZZ1004403,2,94,ARCACHON,0,22,4 - NOUVEAUX
ZZ1000404,2,94,ARCACHON,0,3,4 - NOUVEAUX
97AB009821,2,94,ARCACHON,0,7,4 - NOUVEAUX
04AB377880,2,94,ARCACHON,0,11,4 - NOUVEAUX
ZZ94002618,2,94,ARCACHON,0,11,4 - NOUVEAUX
2000263643,2,94,ARCACHON,0,0,4 - NOUVEAUX
ZZ93PB011341,2,94,ARCACHON,0,49,4 - NOUVEAUX
ZZ8100597,2,94,ARCACHON,0,11,4 - NOUVEAUX
ZZ87BB523001,2,94,ARCACHON,0,9,4 - NOUVEAUX
ZZ95001347,2,94,ARCACHON,0,18,4 - NOUVEAUX
ZZ90BB016107,2,94,ARCACHON,0,7,4 - NOUVEAUX
2000180322,2,94,ARCACHON,0,100,4 - NOUVEAUX
ZZ93PA208461,2,94,ARCACHON,20,96,4 - NOUVEAUX
ZZ82127305,2,95,ARCACHON,2,23,4 - NOUVEAUX
ZZ96274756,2,95,ARCACHON,21,58,4 - NOUVEAUX
2001AA652971,2,95,ARCACHON,0,109,4 - NOUVEAUX
ZZ88BA090822,2,95,ARCACHON,26,107,4 - NOUVEAUX
ZZ76573,2,96,ARCACHON,88,144,4 - NOUVEAUX
ZZ91PA216862,2,96,ARCACHON,50,47,4 - NOUVEAUX
05XA620545,2,96,ARCACHON,2,197,4 - NOUVEAUX
ZZ8512432,2,96,ARCACHON,1,30,4 - NOUVEAUX
ZZ87221140,2,97,ARCACHON,0,114,4 - NOUVEAUX
ZZ78003608,2,98,ARCACHON,0,52,4 - NOUVEAUX
ZZ92PA247933,2,98,ARCACHON,0,8,4 - NOUVEAUX
ZZ86023878,2,98,ARCACHON,13,61,4 - NOUVEAUX
ZZ71005243,2,98,ARCACHON,0,24,4 - NOUVEAUX
04XA317789,2,101,ARCACHON,10,169,4 - NOUVEAUX
ZZ85079034,2,99,ARCACHON,0,15,4 - NOUVEAUX
04XA304779,2,99,ARCACHON,6,10,4 - NOUVEAUX
ZZ94002615,2,99,ARCACHON,216,242,4 - NOUVEAUX
ZZ88077530,2,100,ARCACHON,125,182,4 - NOUVEAUX
ZZ97000884,2,102,ARCACHON,240,246,4 - NOUVEAUX
05XA263403,2,102,ARCACHON,0,20,4 - NOUVEAUX
ZZ88BA010606,2,102,ARCACHON,4,31,4 - NOUVEAUX
ZZ749210240,2,102,ARCACHON,15,144,4 - NOUVEAUX
ZZ83076729,2,102,ARCACHON,56,31,4 - NOUVEAUX
ZZ92PA247845,2,102,ARCACHON,1,42,4 - NOUVEAUX
03AB569606,2,103,ARCACHON,41,179,4 - NOUVEAUX
03AB781382,2,104,ARCACHON,875,45,4 - NOUVEAUX
ZZ91PA276674,2,104,ARCACHON,6,16,4 - NOUVEAUX
99116338,2,104,ARCACHON,207,0,4 - NOUVEAUX
ZZ87BA516934,2,105,ARCACHON,42,110,4 - NOUVEAUX
ZZ90010857,2,105,ARCACHON,28,144,4 - NOUVEAUX
ZZ735166950,2,105,ARCACHON,30,61,4 - NOUVEAUX
ZZ853432056,2,106,ARCACHON,69,107,4 - NOUVEAUX
2001AB053598,2,106,ARCACHON,0,2,4 - NOUVEAUX
ZZ90BA205172,2,106,ARCACHON,53,39,4 - NOUVEAUX
ZZ88010279,2,106,ARCACHON,98,177,4 - NOUVEAUX
02AB392541,2,106,ARCACHON,44,53,4 - NOUVEAUX
F06XA602867,2,106,ARCACHON,20,169,4 - NOUVEAUX
ZZ96007524,2,107,ARCACHON,11,16,4 - NOUVEAUX
02AB171567,2,107,ARCACHON,0,10,4 - NOUVEAUX
05XA226709,2,107,ARCACHON,46,118,4 - NOUVEAUX
F06XA611973,2,107,ARCACHON,45,61,4 - NOUVEAUX
ZZ730001680A,2,108,ARCACHON,63,276,4 - NOUVEAUX
ZZ348697,2,108,ARCACHON,52,48,4 - NOUVEAUX
ZZ87149760,2,110,ARCACHON,53,178,4 - NOUVEAUX
ZZ8238179,2,111,ARCACHON,13,84,4 - NOUVEAUX
03AA538420,2,112,ARCACHON,7,56,4 - NOUVEAUX
ZZ78010770,2,112,ARCACHON,0,44,4 - NOUVEAUX
ZZ81115825,2,113,ARCACHON,44,40,4 - NOUVEAUX
ZZ85028840,2,113,ARCACHON,8,41,4 - NOUVEAUX
ZZ78050700,2,113,ARCACHON,30,126,4 - NOUVEAUX
98AA073172,2,46,ARCACHON,8,17,4 - NOUVEAUX
88066717,2,54,ARCACHON,0,123,4 - NOUVEAUX
98176055,2,76,ARCACHON,37,133,4 - NOUVEAUX
93PA219465,2,56,ARCACHON,0,38,4 - NOUVEAUX
98022192,2,45,ARCACHON,0,55,4 - NOUVEAUX
99AA031558,2,105,ARCACHON,30,576,4 - NOUVEAUX
03XA653416,2,46,ARCACHON,0,22,4 - NOUVEAUX
F06XA201215,2,2,ARCACHON,0,26,4 - NOUVEAUX
AA026421,2,2,ARCACHON,9,23,4 - NOUVEAUX
2000AA655562,2,38,ARCACHON,40,67,4 - NOUVEAUX
2000AA202182,2,59,ARCACHON,166,251,4 - NOUVEAUX
2001AA652756,2,99,ARCACHON,0,10,4 - NOUVEAUX
03AA607701,2,11,ARCACHON,7,52,4 - NOUVEAUX
2001AA652984,2,73,ARCACHON,6,234,4 - NOUVEAUX
2001GD056058,2,92,ARCACHON,63,125,4 - NOUVEAUX
01GA070357,2,1,ARCACHON,70,92,4 - NOUVEAUX
507119,2,26,ARCACHON,0,12,4 - NOUVEAUX
04XA318816,2,88,ARCACHON,163,183,4 - NOUVEAUX
02AA354001,2,88,ARCACHON,0,53,4 - NOUVEAUX
02AA376122,2,61,ARCACHON,45,46,4 - NOUVEAUX
05XA613474,2,26,ARCACHON,5,33,4 - NOUVEAUX
03AA582017,2,42,ARCACHON,3,95,4 - NOUVEAUX
03AA773305,2,76,ARCACHON,9,14,4 - NOUVEAUX
03AA983444,2,74,ARCACHON,31,27,4 - NOUVEAUX
04XA302421,2,18,ARCACHON,0,66,4 - NOUVEAUX
04XA302406,2,19,ARCACHON,33,68,4 - NOUVEAUX
04XA308296,2,62,ARCACHON,40,48,4 - NOUVEAUX
04XA314762,2,21,ARCACHON,19,57,4 - NOUVEAUX
04XA304778,2,99,ARCACHON,59,73,4 - NOUVEAUX
04XA304777,2,99,ARCACHON,5,12,4 - NOUVEAUX
04XA318886,2,62,ARCACHON,0,1,4 - NOUVEAUX
95PC000888,2,9,ARCACHON,83,98,4 - NOUVEAUX
04XA318817,2,88,ARCACHON,578,718,4 - NOUVEAUX
04XA317841,2,87,ARCACHON,35,84,4 - NOUVEAUX
04XA329156,2,101,ARCACHON,10,456,4 - NOUVEAUX
04XA329100,2,78,ARCACHON,34,100,4 - NOUVEAUX
04XA317826,2,3,ARCACHON,0,100,4 - NOUVEAUX
04XA329126,2,57,ARCACHON,51,67,4 - NOUVEAUX
04XA318774,2,49,ARCACHON,7,1,4 - NOUVEAUX
04XA332004,2,101,ARCACHON,20,62,4 - NOUVEAUX
04XA329173,2,104,ARCACHON,192,203,4 - NOUVEAUX
04XA329161,2,51,ARCACHON,28,187,4 - NOUVEAUX
04XA329169,2,51,ARCACHON,0,44,4 - NOUVEAUX
04AB024053,2,71,ARCACHON,422,627,4 - NOUVEAUX
04AB332442,2,102,ARCACHON,218,333,4 - NOUVEAUX
04XA318780,2,53,ARCACHON,0,0,4 - NOUVEAUX
05XA600787,2,76,ARCACHON,0,0,4 - NOUVEAUX
04XA318745,2,12,ARCACHON,0,31,4 - NOUVEAUX
05XA600777,2,37,ARCACHON,19,91,4 - NOUVEAUX
04XA325098,2,86,ARCACHON,555,501,4 - NOUVEAUX
04XA317763,2,12,ARCACHON,47,94,4 - NOUVEAUX
04XA318757,2,1,ARCACHON,43,48,4 - NOUVEAUX
04AD527124,2,65,ARCACHON,0,0,4 - NOUVEAUX
05XA607081,2,12,ARCACHON,28,51,4 - NOUVEAUX
04XA649155,2,1,ARCACHON,33,66,4 - NOUVEAUX
00263716,2,550,ARCACHON,56,271,4 - NOUVEAUX
87516913,2,550,ARCACHON,807,800,4 - NOUVEAUX
03AB781449,2,88,ARCACHON,58,80,4 - NOUVEAUX
05XA607469,2,51,ARCACHON,1,32,4 - NOUVEAUX
05XA600837,2,79,ARCACHON,0,0,4 - NOUVEAUX
05XA607465,2,62,ARCACHON,23,45,4 - NOUVEAUX
05AD836187,2,27,ARCACHON,10,445,4 - NOUVEAUX
04AB377836,2,28,ARCACHON,4,75,4 - NOUVEAUX
04AB377877,2,550,ARCACHON,404,515,4 - NOUVEAUX
05XA600750,2,46,ARCACHON,3,14,4 - NOUVEAUX
05XA607431,2,68,ARCACHON,156,262,4 - NOUVEAUX
05XA607458,2,19,ARCACHON,0,20,4 - NOUVEAUX
05XA607401,2,50,ARCACHON,3,5,4 - NOUVEAUX
05XA607403,2,50,ARCACHON,6,0,4 - NOUVEAUX
05XA607440,2,68,ARCACHON,11,40,4 - NOUVEAUX
00AA655493,2,500,ARCACHON,83,32,4 - NOUVEAUX
04AE080033,2,500,ARCACHON,3389,6018,4 - NOUVEAUX
00AA061903,2,500,ARCACHON,3,3,4 - NOUVEAUX
78098498,2,500,ARCACHON,10,11,4 - NOUVEAUX
F06XA629827,2,500,ARCACHON,320,245,4 - NOUVEAUX
04AB377876,2,8,ARCACHON,884,235,4 - NOUVEAUX
05XA613483,2,550,ARCACHON,295,480,4 - NOUVEAUX
05XA600843,2,50,ARCACHON,34,100,4 - NOUVEAUX
F06XA600768,2,84,ARCACHON,41,77,4 - NOUVEAUX
05XA226682,2,550,ARCACHON,22,34,4 - NOUVEAUX
84057406,2,2,ARCACHON,8,12,4 - NOUVEAUX
05XA612949,2,500,ARCACHON,14,125,4 - NOUVEAUX
05XA620625,2,500,ARCACHON,7,32,4 - NOUVEAUX
05XA613388,2,85,ARCACHON,45,215,4 - NOUVEAUX
05XA613382,2,24,ARCACHON,0,0,4 - NOUVEAUX
05XA612923,2,103,ARCACHON,44,211,4 - NOUVEAUX
05XA612947,2,51,ARCACHON,0,1,4 - NOUVEAUX
05XA612932,2,83,ARCACHON,952,67,4 - NOUVEAUX
05XA612931,2,85,ARCACHON,207,528,4 - NOUVEAUX
05XA612926,2,107,ARCACHON,0,0,4 - NOUVEAUX
05XA607455,2,12,ARCACHON,33,61,4 - NOUVEAUX
05XA620624,2,61,ARCACHON,5,35,4 - NOUVEAUX
05XA613434,2,28,ARCACHON,1,0,4 - NOUVEAUX
05XA613438,2,28,ARCACHON,11,28,4 - NOUVEAUX
05XA613435,2,28,ARCACHON,15,14,4 - NOUVEAUX
05XA613439,2,28,ARCACHON,7,35,4 - NOUVEAUX
05XA613437,2,28,ARCACHON,36,109,4 - NOUVEAUX
05XA613436,2,28,ARCACHON,29,111,4 - NOUVEAUX
F06XA248671,2,42,ARCACHON,5,64,4 - NOUVEAUX
05XA613433,2,28,ARCACHON,0,68,4 - NOUVEAUX
05XA613526,2,22,ARCACHON,0,2,4 - NOUVEAUX
05XA613529,2,22,ARCACHON,7,75,4 - NOUVEAUX
